"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Decarbonisation_Outcome","Land_Use_Conflict","Net-zero aligned","Low","-2","4","Decarbonisation outcome influences land-use conflict via implied deployment: high emissions imply less renewables/infrastructure build-out and lower land pressure (supports Low conflict, hinders High); net-zero aligned implies large deployment and supports High conflict, hinders Low; medium outcome supports Medium conflict; panel agreed on variant-level scores and confidences 3–4."
"Decarbonisation_Outcome","EU_Policy_Alignment","High emissions","Low","2","4","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","High emissions","Medium","0","3","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","High emissions","High","-2","4","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Medium","Low","-1","3","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Medium","Medium","2","4","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Medium","High","1","3","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Net-zero aligned","Low","-2","4","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Net-zero aligned","Medium","0","3","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","EU_Policy_Alignment","Net-zero aligned","High","2","5","Germany's decarbonisation outcome feeds back on EU policy alignment: high emissions support Low and hinder High; medium outcome supports Medium; net-zero aligned hinders Low and supports High; confidence highest on 3→3 and main diagonal/opposite corners."
"Decarbonisation_Outcome","Energy_Security_Pressure","High emissions","Low","-2","4","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","High emissions","Medium","0","3","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","High emissions","High","2","4","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Medium","Low","0","2","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Medium","Medium","1","3","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Medium","High","0","2","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Net-zero aligned","Low","2","4","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Net-zero aligned","Medium","1","3","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Energy_Security_Pressure","Net-zero aligned","High","-2","4","Germany's decarbonisation outcome drives EU/global energy security pressure: high emissions hinder Low and support High; net-zero supports Low and hinders High; medium outcome aligns with Medium pressure; weak/neutral elsewhere with lower confidence."
"Decarbonisation_Outcome","Investment_Availability","High emissions","Low","2","4","Outcome-to-capital feedback: high emissions support Low and hinder High investment availability; medium outcome supports Medium; net-zero aligned hinders Low and supports High; diagonal and opposite corners scored with confidence 4, off-diagonal 3."
"Decarbonisation_Outcome","Investment_Availability","High emissions","Medium","0","3","Outcome-to-capital feedback: high emissions support Low and hinder High investment availability; medium outcome supports Medium; net-zero aligned hinders Low and supports High; diagonal and opposite corners scored with confidence 4, off-diagonal 3."
"Decarbonisation_Outcome","Investment_Availability","High emissions","High","-2","4","Outcome-to-capital feedback: high emissions support Low and hinder High investment availability; medium outcome supports Medium; net-zero aligned hinders Low and supports High; diagonal and opposite corners scored with confidence 4, off-diagonal 3."
"Decarbonisation_Outcome","Investment_Availability","Medium","Low","-1","3","Outcome-to-capital feedback: high emissions support Low and hinder High investment availability; medium outcome supports Medium; net-zero aligned hinders Low and supports High; diagonal and opposite corners scored with confidence 4, off-diagonal 3."
"Decarbonisation_Outcome","Investment_Availability","Medium","Medium","2","4","Outcome-to-capital feedback: high emissions support Low and hinder High investment availability; medium outcome supports Medium; net-zero aligned hinders Low and supports High; diagonal and opposite corners scored with confidence 4, off-diagonal 3."
